,word,proposed_splitting,count_pre,count_post
3207,image,,1,
3208,rainstorm,,1,
3209,nhs,,8,2.0
3210,edmiliband,,1,
3211,undernutrition,"['under', 'nutrition']",2,
3212,neilyoung,,1,
3213,trauma,,1,
3214,transhumanism,,2,
3215,hamishharshall,,1,
3216,systemchange,"['system', 'change']",2,2.0
3217,clp19,,1,
3218,propagation,,1,
3219,earthrightnow,"['earth', 'right', 'now']",2,
3220,atmosphericresearch,"['atmospheric', 'research']",1,
3221,bath,,1,
3222,scipol,"['sci', 'pol']",3,2.0
3223,coastalerosion,"['coastal', 'erosion']",1,
3224,roadtozero,"['road', 'to', 'zero']",1,
3225,5g,"['5', 'g']",7,3.0
3226,360video,"['360', 'video']",1,
3227,savedemocracy,"['save', 'democracy']",1,
3228,transporte,"['transport', 'e']",3,
3229,climaterefugee,"['climate', 'refugee']",1,
3230,greenjobs,"['green', 'jobs']",1,
3231,industrializeafrica,,1,
3232,capp2018,"['cap', 'p', '2018']",2,
3233,motherearth,"['mother', 'earth']",8,1.0
3234,climateleadersdontbuildpipelines,,1,
3235,meateaters,"['meat', 'eaters']",1,
3236,progressives,,1,
3237,gamejam,"['game', 'jam']",2,
3238,actnow,"['act', 'now']",9,
3239,e15,"['e', '15']",1,
3240,sendaiframework,,13,
3241,ourclimateyoursay,"['our', 'climate', 'your', 'say']",1,
3242,thegreens,"['the', 'greens']",1,
3243,lakechad,"['lake', 'chad']",1,
3244,engso,,1,
3245,waste,,5,5.0
3246,city,,3,
3247,opendata,"['open', 'data']",3,4.0
3248,q,,2,3.0
3249,boston,,1,1.0
3250,math,,3,
3251,medicalethics,"['medical', 'ethics']",1,
3252,heatpumps,"['heat', 'pumps']",1,
3253,artificialintelligence,"['artificial', 'intelligence']",3,1.0
3254,bluebook,"['blue', 'book']",1,
3255,rajoy,,1,
3256,dems,,4,
3257,truths,,2,
3258,humanity,,1,2.0
3259,seaweed,,1,
3260,lifeisgud,,1,
3261,sdg2,,2,
3262,careers,,1,
3263,pride,,1,
3264,wednesdaysforfuture,,1,
3265,climatesolutionscaucus,"['climate', 'solutions', 'caucus']",1,
3266,thegreatgreenhoax,"['the', 'great', 'green', 'hoax']",1,
3267,dishonest,,1,
3268,musician,,1,
3269,charging,,2,
3270,newspapers,,1,
3271,swgreen,,7,
3272,pyongyang,,1,
3273,a,,1,
3274,toryfail,,1,
3275,humanitarian,,2,2.0
3276,stillin,"['still', 'in']",13,
3277,sports,,1,2.0
3278,cleanmovement,"['clean', 'movement']",1,
3279,marchforourlives,"['march', 'for', 'our', 'lives']",3,
3280,saturdaynight,,1,1.0
3281,trumpukvisit,,2,
3282,2030now,"['2030', 'now']",1,
3283,sohnidharticlimateers,,1,
3284,africaday,,1,2.0
3285,shpk,"['sh', 'pk']",1,
3286,poem,,1,2.0
3287,southeastasia,,1,
3288,climatemarch,"['climate', 'march']",16,
3289,un4all,,1,
3290,telleurope,,1,
3291,labournolonger,,5,
3292,emp,,3,
3293,ipcc49,,1,
3294,shelfie,,1,
3295,insecurity,"['in', 'security']",3,
3296,treenursery,"['tree', 'nursery']",1,
3297,ridge2reef,"['ridge', '2', 'reef']",1,
3298,zerocrasheszeroemissionszerocongestion,"['zero', 'crashes', 'zero', 'emissions', 'zero', 'congestion']",1,
3299,fphd,,1,
3300,gsm,,2,
3301,neilyoungarchives,,1,
3302,sustainourearth,"['sustain', 'our', 'earth']",1,
3303,politically,,1,
3304,filmphotography,"['film', 'photography']",1,
3305,maladaptation,,1,
3306,cars,,1,
3307,lora,,1,
3308,ancientscripture,"['ancient', 'scripture']",1,
3309,local,,1,1.0
3310,yellowvests,"['yellow', 'vests']",1,
3311,joblisting,"['job', 'listing']",1,
3312,seaice,"['sea', 'ice']",3,6.0
3313,ovlungs,,1,
3314,compassion,,10,
3315,diseases,,2,4.0
3316,wilderness,,1,
3317,nzqanda,,2,
3318,onelifeoneworld,"['one', 'life', 'one', 'world']",1,
3319,k12,"['k', '12']",3,
3320,assessment,,1,
3321,bestofinscience,"['best', 'of', 'in', 'science']",1,
3322,g7oceans,"['g', '7', 'oceans']",3,
3323,statesassemly,,1,
3324,klimaschutz,,1,
3325,savelives,"['save', 'lives']",1,
3326,eplenary,"['e', 'plenary']",1,
3327,citicbs,,1,
3328,rainonsnow,"['rain', 'on', 'snow']",1,
3329,draintheswamp,"['drain', 'the', 'swamp']",1,
3330,georginadowner,,1,
3331,nlp,,1,
3332,climateuniversity,"['climate', 'university']",1,
3333,welfare,,1,
3334,cycloneidai,,7,
3335,gibschoolstrike4climate,,1,
3336,dv,,6,
3337,ecoeveryday,,1,
3338,climatesecurity,"['climate', 'security']",1,
3339,carstrikefriday,,1,
3340,un,,16,23.0
3341,left,,1,
3342,unsustainable,,5,
3343,laudatosi18,,6,
3344,climatejourney,"['climate', 'journey']",2,
3345,oceanaction15910,"['ocean', 'action', '15910']",2,
3346,flatearth,"['flat', 'earth']",2,2.0
3347,irma,,1,
3348,saskatoon,,2,
3349,students,,1,
3350,terradata,,1,
3351,futures,,1,
3352,qldpoli,,1,
3353,muslim,,1,
3354,gasgrid,"['gas', 'grid']",1,
3355,oilprice,"['oil', 'price']",1,
3356,cfcsydney,,1,
3357,pint18,"['pint', '18']",1,
3358,ets,,1,1.0
3359,eos,,4,
3360,circularfashioncentre,,1,
3361,hypocrite,,2,
3362,envhums,"['en', 'v', 'hums']",1,
3363,warning,,3,
3364,national,,1,1.0
3365,waterefficiency,"['water', 'efficiency']",1,
3366,qarmy,"['q', 'army']",2,
3367,royalty,,2,
3368,energypoverty,"['energy', 'poverty']",2,6.0
3369,policy,,8,3.0
3370,repmag,"['rep', 'mag']",1,
3371,pests,,1,2.0
3372,wakeupcall,"['wake', 'up', 'call']",1,1.0
3373,earthday2018,"['earth', 'day', '2018']",6,
3374,instagramdown,,1,
3375,insulation,,1,1.0
3376,womenshealth,,2,1.0
3377,oklahomaflood,,1,
3378,climatedisaster,"['climate', 'disaster']",1,
3379,natural,,2,
3380,nobluewave,"['no', 'blue', 'wave']",1,
3381,greenery,,1,
3382,pseudoscientific,,1,
3383,stoptheinhumanity,"['stop', 'the', 'inhumanity']",1,
3384,maldives,,1,
3385,coalistoxic,"['coal', 'is', 'toxic']",1,
3386,afngonetwork,,1,
3387,morrison,,1,
3388,blog,,3,8.0
3389,climatechangeinnigeria,,1,
3390,followback,"['follow', 'back']",7,
3391,malawi,,1,
3392,endoil,"['end', 'oil']",1,
3393,nationalaudubonsociety,,1,
3394,worldmetday,"['world', 'met', 'day']",1,
3395,follo4follo,"['fol', 'lo', '4', 'fol', 'lo']",1,
3396,cloudstealing,"['cloud', 'stealing']",2,
3397,country,,1,
3398,climatescientist,"['climate', 'scientist']",1,1.0
3399,kansas,,1,
3400,molecules,,2,
3401,insurers,,1,
3402,manston,"['man', 'st', 'on']",1,
3403,64,,1,
3404,swanseabaytidallagoon,,1,
3405,chemicalpollution,"['chemical', 'pollution']",1,
3406,ecological,,1,
3407,worldenvironmentday2018,"['world', 'environment', 'day', '2018']",2,
3408,firepruitt,"['fire', 'pr', 'u', 'it', 't']",4,
3409,hydro,,4,
3410,shortfilm,"['short', 'film']",1,
3411,loveyourisland,"['love', 'your', 'island']",1,
3412,algorithms,,6,
3413,snow,,1,2.0
3414,credlin,,15,
3415,nra,,3,
3416,wwd2019,,4,
3417,forbo,,1,
3418,kasendangered,"['k', 'as', 'endangered']",1,
3419,plasticscharter,"['plastics', 'charter']",3,
3420,cc,,1,1.0
3421,soilquality,"['soil', 'quality']",1,
3422,albertawildfires,,3,
3423,drones,,2,2.0
3424,wednesdaymotivation,,4,
3425,rf,,5,
3426,summersolstice,"['summer', 'solstice']",1,
3427,buscuts,"['bus', 'cuts']",1,
3428,climatestrike,"['climate', 'strike']",154,
3429,protectbirds,"['protect', 'birds']",1,
3430,seedchange,"['seed', 'change']",1,
3431,racism,,4,3.0
3432,festivaldecannes,,1,
3433,south,,1,
3434,pesticide,,2,
3435,election2019,"['election', '2019']",5,
3436,hiking,,1,
3437,adaptingtoclimatechange,"['adapting', 'to', 'climate', 'change']",1,
3438,scams,,1,
3439,adultonsetasthma,"['adult', 'onset', 'asthma']",3,
3440,welcome,,1,
3441,subantarctic,"['sub', 'antarctic']",1,
3442,icecores,"['ice', 'cores']",1,
3443,natureandus,"['nature', 'and', 'us']",1,
3444,liberalismisamentaldisorder,"['liberalism', 'is', 'a', 'mental', 'disorder']",3,
3445,travelerschoice,"['travelers', 'choice']",1,
3446,tories,,1,1.0
3447,protectourfarms,"['protect', 'our', 'farms']",1,
3448,centralamerica,,1,
3449,sunrise,,1,1.0
3450,betterthebest,"['better', 'the', 'best']",1,
3451,climatescience,"['climate', 'science']",7,6.0
3452,climateassessment,"['climate', 'assessment']",1,
3453,irrigation,,1,
3454,strategicphilanthropy,"['strategic', 'philanthropy']",1,
3455,staygreenvotegreen,"['stay', 'green', 'vote', 'green']",1,
3456,communities,,4,
3457,resin,,1,
3458,traveltuesday,,1,
3459,walrus,,118,
3460,stormydaniels,,2,
3461,humans,,1,
3462,lwdays,,3,
3463,unite,,1,
3464,ideology,,4,
3465,parodycabinet,"['parody', 'cabinet']",3,
3466,love,,6,8.0
3467,foodsystems,"['food', 'systems']",1,
3468,butterfly,,1,
3469,europaleague,,1,
3470,euelections2019,,11,
3471,oceanoptimism,"['ocean', 'optimism']",4,
3472,bookboost,"['book', 'boost']",1,
3473,doctorwho,"['doctor', 'who']",1,
3474,fridays4future,,10,
3475,globalgreening,"['global', 'greening']",3,
3476,techforgood,"['tech', 'for', 'good']",2,
3477,epafunding,,1,
3478,cdntech,,1,
3479,climateactionpacificpartnership,"['climate', 'action', 'pacific', 'partnership']",1,
3480,aimforzero,"['aim', 'for', 'zero']",1,
3481,sciencetwitter,"['science', 'twitter']",1,
3482,metamorphosis,,2,
3483,perth,,5,
3484,timetocare,"['time', 'to', 'care']",2,
3485,blm,"['bl', 'm']",2,
3486,ebafosa,,1,
3487,h2020,"['h', '2020']",2,
3488,revupevs,,1,
3489,israel,,4,1.0
3490,thinktank,"['think', 'tank']",1,
3491,impeachdonaldtrump,,1,
3492,health,,17,30.0
3493,doughnuteconomics,"['doughnut', 'economics']",3,
3494,makeamericasaneagain,,1,
3495,greenevolution,"['green', 'evolution']",2,
3496,loveislove,"['love', 'is', 'love']",1,
3497,energyconservation,"['energy', 'conservation']",1,
3498,dkklima,,1,
3499,regionalism,,1,
3500,ourcommonhome,"['our', 'common', 'home']",3,
3501,lcaw2019,"['l', 'caw', '2019']",1,
3502,save,,3,
3503,ambitioustargets,"['ambitious', 'targets']",1,
3504,wwf,,1,23.0
3505,fossilfreeenergy,"['fossil', 'free', 'energy']",1,
3506,northvan,"['north', 'van']",5,
3507,ableg,"['able', 'g']",2,9.0
3508,heatdome,"['heat', 'dome']",1,
3509,organicfashion,"['organic', 'fashion']",1,
3510,trump2020,"['trump', '2020']",4,
3511,stoppruitt,"['stop', 'pr', 'u', 'it', 't']",1,
3512,ottcity,,1,
3513,labour,,1,2.0
3514,sadnews,"['sad', 'news']",1,
3515,privacy,,1,
3516,joebiden,,2,
3517,nationnz,,1,
3518,notime2waste,"['no', 'time', '2', 'waste']",1,
3519,greens,,4,
3520,climate2020,"['climate', '2020']",2,1.0
3521,bbclearningenglish,,1,
3522,nppf,,1,
3523,deeplearning,"['deep', 'learning']",1,
3524,publictransit,"['public', 'transit']",1,
3525,worldoceansweek,"['world', 'oceans', 'week']",2,
3526,kirkwall,,1,
3527,cleancoal,"['clean', 'coal']",1,
3528,billgiles,,1,
3529,yinyang,"['yin', 'yang']",3,
3530,vegetarian,,6,
3531,tecnologia,,1,
3532,islamophobia,,1,
3533,worldemojiday,,1,
3534,onewater,"['one', 'water']",1,
3535,harvey_weinstein,,1,
3536,mena19,"['men', 'a', '19']",1,
3537,unforests,,2,
3538,buildingautomation,"['building', 'automation']",1,
3539,3dmodels,"['3', 'd', 'models']",1,
3540,planettexas2050,,1,
3541,cdnpoli,,48,179.0
3542,nuclearscience,"['nuclear', 'science']",1,
3543,dumptrump,"['dump', 'trump']",1,
3544,flowerfriday,,1,
3545,theweather,"['the', 'weather']",1,
3546,marr,,3,1.0
3547,purebs,,1,
3548,hiphop,,1,
3549,thebible,"['the', 'bible']",1,
3550,zeroemission,"['zero', 'emission']",2,1.0
3551,restoration,,1,1.0
3552,safeguarding,,2,
3553,cherryblossoms,"['cherry', 'blossoms']",1,
3554,topoli,,2,
3555,bootcamp,"['boot', 'camp']",1,
3556,bluegrowth,"['blue', 'growth']",2,
3557,makeinindia,,1,
3558,turtle,,1,
3559,wheresruth,,1,
3560,loss,,1,
3561,womad2018,,1,
3562,pacificsids,,1,
3563,icomos,,2,
3564,sundaymorning,,4,2.0
3565,mgbooks,"['mg', 'books']",1,
3566,climateemergency,"['climate', 'emergency']",1,125.0
3567,votebluenomatterwho,"['vote', 'blue', 'no', 'matter', 'who']",1,
3568,greenrojava,,1,
3569,natives,,1,
3570,sdg,,11,9.0
3571,zera,"['z', 'era']",1,
3572,target,,1,
3573,wepower,"['we', 'power']",1,
3574,transmountain,"['trans', 'mountain']",1,2.0
3575,basicincome,"['basic', 'income']",3,
3576,dataforgood,"['data', 'for', 'good']",1,
3577,filmsnotdead,"['films', 'not', 'dead']",1,
3578,vietnamvets,,1,
3579,geopoliticsofrenewables,,1,
3580,addingtoeveryday,,1,
3581,releasethefullreport,"['release', 'the', 'full', 'report']",5,
3582,fightingaliens,"['fighting', 'aliens']",1,
3583,säkpol,"['s', 'k', 'pol']",1,
3584,fbrparty,,3,2.0
3585,akgov,,2,
3586,climatestrikeyvr,,2,
3587,cleanwater,"['clean', 'water']",7,
3588,wedonotconsent,"['we', 'do', 'not', 'consent']",9,1.0
3589,futureutility,"['future', 'utility']",1,
3590,performingarts,"['performing', 'arts']",1,
3591,libraries,,1,
3592,sip,,1,
3593,inclusivesocieties,"['inclusive', 'societies']",1,
3594,unescap,,1,
3595,educcate,,3,
3596,showthelove,"['show', 'the', 'love']",1,
3597,watercrisis,"['water', 'crisis']",5,2.0
3598,bluepanda,"['blue', 'panda']",7,
3599,soros,,1,
3600,niederschlag,,1,
3601,decarbonising,,1,
3602,southafrica,,3,
3603,ourchildrensfuture,,1,
3604,greengrowth,"['green', 'growth']",1,1.0
3605,electrification,,1,
3606,climatetakeback,"['climate', 'take', 'back']",1,
3607,us,,11,11.0
3608,ercst,,1,
3609,federalreserve,"['federal', 'reserve']",1,
3610,hockeystick,"['hockey', 'stick']",1,
3611,compromise,,1,
3612,lamb,,1,
3613,climatepolicy,"['climate', 'policy']",2,1.0
3614,extinctisforever,"['extinct', 'is', 'forever']",1,
3615,reef,,5,
3616,diesal,,1,
3617,wrc4,,1,
3618,ubc,,1,
3619,challengeaccepted,"['challenge', 'accepted']",1,
3620,policies,,3,2.0
3621,wickedproblem,"['wicked', 'problem']",1,
3622,plsaticpollution,"['pl', 's', 'a', 'tic', 'pollution']",1,
3623,meltingsummer,"['melting', 'summer']",1,
3624,عمان_تتكاتف_كلها,,1,
3625,sciencematters,"['science', 'matters']",2,34.0
3626,worldchimpanzeeday,"['world', 'chimpanzee', 'day']",2,
3627,tnc,,1,
3628,togetherstronger,"['together', 'stronger']",1,
3629,bas,,1,
3630,agenda2030,"['agenda', '2030']",2,4.0
3631,article13,"['article', '13']",1,
3632,cpcb,,1,
3633,southaustralia,,2,
3634,greennucleardeal,"['green', 'nuclear', 'deal']",1,
3635,activism,,6,4.0
3636,gfogj19,"['g', 'fog', 'j', '19']",1,
3637,culturalheritage,"['cultural', 'heritage']",2,2.0
3638,entrepreneur,,4,
3639,canlab,"['can', 'lab']",1,
3640,iartg,"['i', 'art', 'g']",1,
3641,copd,,2,1.0
3642,actoncimate,,1,
3643,pledge,,2,
3644,deepakchopra,,1,
3645,fedup,"['fed', 'up']",1,
3646,weareallgoingtodie,"['we', 'are', 'all', 'going', 'to', 'die']",1,
3647,ciobo,,2,
3648,twitterstorians,,1,
3649,ret,,1,
3650,commercialproperty,"['commercial', 'property']",1,
3651,cameroun,,1,1.0
3652,seniorcare,"['senior', 'care']",1,
3653,obstructionofjustice,"['obstruction', 'of', 'justice']",1,
3654,chicago,,1,
3655,sdgaction,,1,
3656,cycling,,2,
3657,carbontrading,"['carbon', 'trading']",1,
3658,doitforbobhawke,,1,
3659,20aprile,,1,
3660,madewithoutcows,"['made', 'without', 'cows']",1,
3661,hopeforreefs,"['hope', 'for', 'reefs']",11,
3662,howdowegetyoutocare,"['how', 'do', 'we', 'get', 'you', 'to', 'care']",2,
3663,climatebrawl,"['climate', 'brawl']",20,
3664,poetrylyrics,"['poetry', 'lyrics']",1,
3665,incline,,1,
3666,woke,,1,
3667,lowcarbon,"['low', 'carbon']",7,2.0
3668,biomethane,"['bio', 'methane']",2,2.0
3669,coffee,,5,1.0
3670,bernieinbrooklyn,,1,
3671,agroecology,,1,2.0
3672,fakenewsmedia,"['fake', 'news', 'media']",2,
3673,snugsthesnowbear,"['snugs', 'the', 'snow', 'bear']",1,
3674,compost,,1,
3675,tch,,1,
3676,michaelbennet,,1,
3677,concentratedsolarpower,"['concentrated', 'solar', 'power']",1,
3678,quizalert,"['quiz', 'alert']",1,
3679,alarmism,"['alarm', 'is', 'm']",8,
3680,greatbarrierreef,"['great', 'barrier', 'reef']",5,2.0
3681,ceos,,1,
3682,jaagomp,"['j', 'a', 'ago', 'mp']",1,
3683,womancrushwednesday,,1,
3684,standstrong,"['stand', 'strong']",1,
3685,saveaca,,5,
3686,planetkillers,"['planet', 'killers']",1,
3687,sundayfunday,,1,
3688,corporations,,1,1.0
3689,bthechange,"['b', 'the', 'change']",1,
3690,vlad,,1,
3691,ev100,,1,1.0
3692,landreform,"['land', 'reform']",1,
3693,elephant,,1,
3694,mondaythoughts,,4,
3695,publishing,,1,
3696,landuse,"['land', 'use']",3,
3697,createjobs,"['create', 'jobs']",1,
3698,endfamilydetention,"['end', 'family', 'detention']",1,
3699,wetlands,,1,1.0
3700,factsmatter,"['facts', 'matter']",4,7.0
3701,naturestructure,"['nature', 'structure']",1,
3702,solomons,,1,
3703,climateontap,"['climate', 'on', 'tap']",1,
3704,veggiedag,"['veggie', 'dag']",1,
3705,ddvkkr,,1,
3706,smartcity,"['smart', 'city']",4,1.0
3707,fac,,1,
3708,alwaysoncrack,"['always', 'on', 'crack']",3,
3709,vawt,,1,
3710,resigntrump,"['resign', 'trump']",1,
3711,makingourplanetgreatagain,"['making', 'our', 'planet', 'great', 'again']",1,
3712,recoupling,"['re', 'coupling']",3,
3713,woodlands,,1,
3714,inkdrawing,"['ink', 'drawing']",2,
3715,sunpower,"['sun', 'power']",1,
3716,sac18,"['sac', '18']",3,
3717,stayinyourlane,"['stay', 'in', 'your', 'lane']",2,
3718,habitat,,3,1.0
3719,lowmonsoon,"['low', 'monsoon']",1,
3720,nutrientrecycling,"['nutrient', 'recycling']",2,
3721,renewabletechnology,"['renewable', 'technology']",1,
3722,nationalcrisis,"['national', 'crisis']",1,
3723,stoppalmoil,"['stop', 'palm', 'oil']",1,
3724,wbgmeetings,,3,
3725,destiny,,1,
3726,theglobalwatercrisis,"['the', 'global', 'water', 'crisis']",1,
3727,fruittreeschangelives,"['fruit', 'trees', 'change', 'lives']",1,
3728,great,,1,
3729,elections,,1,
3730,blueplanet2,"['blue', 'planet', '2']",2,
3731,nursesforxr,"['nurses', 'for', 'x', 'r']",1,
3732,earthhour,"['earth', 'hour']",11,
3733,nfi,,1,
3734,billnye,,3,
3735,assam,,1,
3736,sb48bonn,,23,
3737,loggingkillswildlife,"['logging', 'kills', 'wildlife']",3,
3738,lovepulses,"['love', 'pulses']",2,
3739,moron,,1,
3740,calor,"['cal', 'or']",1,
3741,euclimate,,1,
3742,milleniumbug,,1,
3743,jc4pm,,1,
3744,insurance,,4,2.0
3745,co2shortage,"['co', '2', 'shortage']",1,
3746,fuels,,1,
3747,experientialscenarios,"['experiential', 'scenarios']",1,
3748,protect,,3,
3749,indiaelections2019,,1,
3750,seedclim,,1,
3751,americandream16,,1,
3752,landdegradation,"['land', 'degradation']",2,2.0
3753,twitterkurds,,1,
3754,reducereuserecycle,"['reduce', 'reuse', 'recycle']",1,1.0
3755,archaeology,,3,
3756,japanfloods,"['japan', 'floods']",2,
3757,elxn,,1,
3758,murraydarling,,5,
3759,unitedstates,"['united', 'states']",3,
3760,iraq,,1,
3761,teachertownhall,"['teacher', 'town', 'hall']",1,
3762,savecow,"['save', 'cow']",1,
3763,wuf9,,2,
3764,pensions,,1,
3765,podsquad,"['pod', 'squad']",1,
3766,socialhistory,"['social', 'history']",1,
3767,internationalwomensday,,8,
3768,betterwithforests,"['better', 'with', 'forests']",1,
3769,inclusivegrowth,"['inclusive', 'growth']",1,
3770,giveme5,"['give', 'me', '5']",1,
3771,ukaid,,2,
3772,marine,,1,8.0
3773,blueenergy,"['blue', 'energy']",2,
3774,yolo,"['yo', 'lo']",1,
3775,eireview,,1,
3776,onpoli,,18,27.0
3777,action,,1,2.0
3778,venus,,1,
3779,care4climatechange30,"['care', '4', 'climate', 'change', '30']",1,
3780,globalgoals,"['global', 'goals']",42,18.0
3781,coalcommission,"['coal', 'commission']",1,
3782,saveourforests,"['save', 'our', 'forests']",1,
3783,naturalworld,"['natural', 'world']",1,
3784,millennials,"['millennial', 's']",1,
3785,climateneutralnow,"['climate', 'neutral', 'now']",3,
3786,itsaboutourfuture,"['its', 'about', 'our', 'future']",1,
3787,thehopeofeaster,,1,
3788,citizenship,,2,
3789,sdg13,,11,9.0
3790,transportation,,4,7.0
3791,natgas,,1,
3792,ss4c,"['s', 's', '4', 'c']",4,
3793,lacamera,"['la', 'camera']",1,
3794,cleanenergywins,"['clean', 'energy', 'wins']",1,
3795,disinformation,,1,
3796,biomimicry,"['bio', 'mimicry']",1,
3797,greenwich,,1,
3798,artislife,"['art', 'is', 'life']",2,
3799,agneepath,,1,
3800,suriname,,1,
3801,windpower,"['wind', 'power']",4,2.0
3802,20abr,,1,
3803,equity,,1,2.0
3804,challenge,,2,
3805,ecoschools,,2,
3806,grandsolarminimum,"['grand', 'solar', 'minimum']",3,4.0
3807,poemaday,"['poem', 'a', 'day']",1,1.0
3808,skyspraying,"['sky', 'spraying']",1,
3809,yxe,,2,
3810,nike,,1,
3811,bankholidayweekend,"['bank', 'holiday', 'weekend']",1,
3812,froome,,1,
3813,climateactivist,"['climate', 'activist']",1,
3814,potato,,2,
3815,hmhf,,1,
3816,californiaflora,,1,
3817,animalwelfare,"['animal', 'welfare']",1,2.0
3818,studentdebt,"['student', 'debt']",1,
3819,proptech,"['prop', 'tech']",1,6.0
3820,potus,"['pot', 'us']",3,1.0
3821,mobileapp,"['mobile', 'app']",1,
3822,academictwitter,"['academic', 'twitter']",1,
3823,ab32,"['ab', '32']",2,
3824,worldpenguinday,"['world', 'penguin', 'day']",11,
3825,france,,2,1.0
3826,carbondioxide,"['carbon', 'dioxide']",2,6.0
3827,californiaprimary,,1,
3828,ocasio,,1,
3829,indianclimate,,1,
3830,dasvidaniyagop,,1,
3831,bioenergy,"['bio', 'energy']",2,
3832,cesymposium,,1,
3833,labourday,,1,
3834,agritech,,1,
3835,stayinformedcc,"['stay', 'informed', 'cc']",2,
3836,lifeunderwater,"['life', 'underwater']",2,
3837,trumpcult,"['trump', 'cult']",1,
3838,creativity,,3,3.0
3839,globalassessment,"['global', 'assessment']",25,
3840,lean,,1,
3841,overpopulation,,3,3.0
3842,wonderwoman,"['wonder', 'woman']",1,
3843,histgeo,,1,
3844,wearemercycorps,"['we', 'are', 'mercy', 'corps']",1,
3845,satisfaction,,3,
3846,greenland,,5,1.0
3847,genetic,,1,
3848,ocasiocortezchildrensbooks,,1,
3849,fighters,,1,
3850,dontforgetthem,,1,
3851,fuelpoverty,"['fuel', 'poverty']",2,
3852,farms,,6,
3853,btc,,4,
3854,floodaware,"['flood', 'aware']",1,
3855,euislands,,1,
3856,riseforclimate,"['rise', 'for', 'climate']",1,2.0
3857,leftistfraud,"['leftist', 'fraud']",1,
3858,live,,1,
3859,nanoparticles,,1,
3860,sierraleonerainyseason,,1,
3861,giforum,,1,
3862,campaigns,,1,
3863,christians,,1,
3864,mayday2019,"['mayday', '2019']",1,
3865,hopebohanec,,1,
3866,farming,,9,6.0
3867,schools4climate,"['schools', '4', 'climate']",14,
3868,recyclereuse,"['recycle', 'reuse']",1,
3869,permaculture,"['perm', 'a', 'culture']",1,2.0
3870,sonification,"['son', 'if', 'i', 'cation']",1,
3871,beherenow,"['be', 'here', 'now']",2,
3872,tfa19colombia,,1,
3873,mentalhealth,"['mental', 'health']",2,3.0
3874,switchtosendai,,1,
3875,chinesehoax,,1,
3876,sustainability,,121,115.0
3877,etk,,2,
3878,suzydavies,,1,
3879,wearetransport,"['we', 'are', 'transport']",1,
3880,people,,1,1.0
3881,pollutionalert,"['pollution', 'alert']",1,
3882,globalwarming,"['global', 'warming']",200,223.0
3883,hypocracy,"['hypo', 'c', 'racy']",1,
3884,morocco,,1,
3885,climatevulnerabilityindex,"['climate', 'vulnerability', 'index']",1,
3886,jobopening,"['job', 'opening']",1,
3887,februdairy,,2,
3888,commerciallighting,"['commercial', 'lighting']",1,
3889,airdrop,,1,
3890,nebraskafloods,,1,
3891,u3o8,"['u', '3', 'o', '8']",1,1.0
3892,globaledchat,"['global', 'ed', 'chat']",1,
3893,europeday2018,,1,
3894,climatesummit,"['climate', 'summit']",1,1.0
3895,specialolympics,,1,
3896,wisconsin,,2,
3897,sdgdiis,,1,
3898,kcmo,"['kc', 'mo']",1,
3899,climatechangeshealth,"['climate', 'changes', 'health']",5,3.0
3900,recorddebt,"['record', 'debt']",2,
3901,realism,,1,
3902,lungs,,1,
3903,savetheearth,"['save', 'the', 'earth']",1,3.0
3904,sunsets,,2,1.0
3905,pawcer,,1,
3906,southdakota,,1,
3907,best,,1,
3908,amwritingscifi,,2,
3909,hundred,,1,
3910,foodjustice,"['food', 'justice']",3,
3911,budget,,2,
3912,opstopchemtrails,"['op', 'stop', 'chem', 'trails']",8,
3913,science7,"['science', '7']",1,
3914,socialgood,"['social', 'good']",1,
3915,shellfish4climate,"['shellfish', '4', 'climate']",3,
3916,globalnews,"['global', 'news']",1,
3917,disasterhist,"['disaster', 'hist']",1,
3918,labourlordsblog,,1,
3919,hear,,1,
3920,socialmedia,"['social', 'media']",2,1.0
3921,studentsstandup,"['students', 'stand', 'up']",1,
3922,myccnotes,"['my', 'cc', 'notes']",1,
3923,animallove,"['animal', 'love']",1,
3924,inequalities,,1,
3925,oecd,,1,
3926,geidco,,1,
3927,damselflies,,1,
3928,votedemout,"['voted', 'em', 'out']",1,
3929,companies,,4,1.0
3930,olympics2018,,1,
3931,legacy,,1,
3932,fptp,,1,
3933,communityenergy,"['community', 'energy']",4,
3934,haagensmit,,1,
3935,morintoon,,2,
3936,bbctakingthetemperature,,1,
3937,mfd,,1,
3938,woodsmoke,"['wood', 'smoke']",3,
3939,sdg15,,1,
3940,scholarships,,1,
3941,transpapuahighway,,2,
3942,johnmuiraward,,1,
3943,pyne,,2,
3944,bacteria,,1,
3945,wapol,,1,
3946,houston,,2,3.0
3947,hemp,,2,
3948,whitenationalism,"['white', 'nationalism']",1,
3949,internationalwomensmonth,,1,
3950,businessasusual,"['business', 'as', 'usual']",2,
3951,climateclass,"['climate', 'class']",1,
3952,buddhism,,3,
3953,g7charlevoix,,2,
3954,mycleanindia,,2,
3955,policyforumpod,"['policy', 'forum', 'pod']",1,
3956,needforanewtoolbox,"['need', 'for', 'a', 'new', 'toolbox']",1,
3957,greengold,"['green', 'gold']",1,
3958,vmware,,1,
3959,yemen,,1,1.0
3960,himachal,,1,
3961,squidapp,"['squid', 'app']",1,
3962,planet,,3,13.0
